region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Southland,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2015,1088.41
Southland,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2015,109.5
Southland,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,6134.15
Southland,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2016,1586.96
Southland,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2016,3345.74
Southland,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2016,1103.45
Southland,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2016,98.01
Southland,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,6196.58
Southland,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2017,1614.53
Southland,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2017,3389.9
Southland,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2017,1080.26
Southland,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2017,111.92
Southland,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,6126.91
Southland,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2018,1691.25
Southland,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2018,3254.73
Southland,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2018,1056.11
Southland,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2018,124.84
Southland,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,6137.67
Southland,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2019,1784.62
Southland,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2019,3166.42
Southland,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2019,1046.13
Southland,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2019,140.51
Southland,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,6315.62
Southland,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2020,1709.9
Southland,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2020,3347.49
Southland,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2020,1116.91
Southland,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2020,141.34
Southland,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,6186.1
Southland,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2021,1786.26
Southland,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2021,3170.02
Southland,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2021,1086.31
Southland,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2021,143.59
Taranaki,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,6328.78
Taranaki,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2007,3414.69
Taranaki,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2007,2433.01
Taranaki,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2007,427.77
Taranaki,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2007,53.36
Taranaki,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,5676.17
Taranaki,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2008,3145.2
Taranaki,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2008,2061.47
Taranaki,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2008,414.86
Taranaki,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2008,54.68
Taranaki,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,5650.51
Taranaki,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2009,3014.51
Taranaki,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2009,2156.42
Taranaki,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2009,426.11
Taranaki,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2009,53.52
Taranaki,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,6447.91
Taranaki,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2010,3440.75
Taranaki,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2010,2467.51
Taranaki,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2010,476.22
Taranaki,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2010,63.48
Taranaki,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,6105.29
Taranaki,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2011,3095.34
Taranaki,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2011,2494.32
Taranaki,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2011,458.1
Taranaki,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2011,57.57
Taranaki,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,6320.56
Taranaki,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2012,3590.83
Taranaki,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2012,2211.58
Taranaki,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2012,448.31
Taranaki,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2012,69.87
Taranaki,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,5925.59
Taranaki,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2013,3257.78
Taranaki,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2013,2133.67
Taranaki,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2013,461.59
Taranaki,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2013,72.59
Taranaki,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,6316.38
Taranaki,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2014,3587.03
Taranaki,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2014,2202.73
Taranaki,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2014,452.58
Taranaki,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2014,74.07
Taranaki,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,5900.43
Taranaki,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2015,3254.15
Taranaki,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2015,2150.97
Taranaki,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2015,425.55
Taranaki,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2015,69.78
Taranaki,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,5910.91
Taranaki,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2016,3368.22
Taranaki,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2016,2070.48
Taranaki,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2016,408.48
Taranaki,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2016,63.75
Taranaki,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,6517.97
Taranaki,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2017,3790.46
Taranaki,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2017,2197.01
Taranaki,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2017,466.99
Taranaki,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2017,63.54
Taranaki,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,6061.34
Taranaki,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2018,3493.71
Taranaki,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2018,2057.21
Taranaki,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2018,446.08
Taranaki,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2018,64.37
Taranaki,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,6131.96
Taranaki,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2019,3410.12
Taranaki,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2019,2178.79
Taranaki,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2019,485.05
Taranaki,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2019,58.04
Taranaki,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,5722.74
Taranaki,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2020,3140.6
Taranaki,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2020,2064.91
Taranaki,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2020,456.31
Taranaki,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2020,60.95
Taranaki,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,5001.72
Taranaki,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2021,2506.89
Taranaki,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2021,2001.76
Taranaki,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2021,431.25
Taranaki,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2021,62.23
Tasman,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,775.66
Tasman,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2007,295.25
Tasman,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2007,390.93
Tasman,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2007,80.75
Tasman,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2007,8.73
Tasman,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,778.35
Tasman,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2008,289.72
Tasman,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2008,392.7
Tasman,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2008,86.1
Tasman,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2008,9.82
Tasman,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,820.67
Tasman,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2009,280.8
Tasman,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2009,432.8
Tasman,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2009,97.22
Tasman,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2009,9.85
Tasman,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,780.11
Tasman,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2010,291.99
Tasman,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2010,394.31
Tasman,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2010,83.53
Tasman,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2010,10.28
Tasman,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,770.28
Tasman,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2011,299.96
Tasman,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2011,374.87
Tasman,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2011,84.88
Tasman,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2011,10.57
Tasman,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,790.5
Tasman,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2012,323.21
Tasman,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2012,373.2
Tasman,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2012,81.63
Tasman,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2012,12.46
Tasman,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,828.49
Tasman,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2013,339
Tasman,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2013,382.78
Tasman,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2013,93.44
Tasman,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2013,13.26
Tasman,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,796.46
Tasman,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2014,325.62
Tasman,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2014,374.11
Tasman,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2014,82.18
Tasman,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2014,14.54
Tasman,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,810.69
Tasman,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2015,324.12
Tasman,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2015,387.22
Tasman,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2015,85.31
Tasman,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2015,14.05
Tasman,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,754.56
Tasman,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2016,335.3
Tasman,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2016,333.57
Tasman,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2016,70.82
Tasman,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2016,14.87
Tasman,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,793.64
Tasman,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2017,343.24
Tasman,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2017,355.49
Tasman,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2017,79.23
Tasman,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2017,15.69
Tasman,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,816.43
Tasman,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2018,343.46
Tasman,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2018,371.94
Tasman,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2018,85.18
Tasman,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2018,15.86
Tasman,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,790.92
Tasman,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2019,349.6
Tasman,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2019,346.9
Tasman,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2019,79.27
Tasman,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2019,15.15
Tasman,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,728.39
Tasman,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2020,327.54
Tasman,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2020,309.6
Tasman,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2020,75.62
Tasman,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2020,15.63
Tasman,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,763.08
Tasman,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2021,345.56
Tasman,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2021,326.79
Tasman,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2021,74.16
Tasman,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2021,16.6
Tasman/Nelson,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1255.96
Tasman/Nelson,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2007,703.66
Tasman/Nelson,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2007,439.82
Tasman/Nelson,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2007,89.76
Tasman/Nelson,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2007,22.82
Tasman/Nelson,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1257.86
Tasman/Nelson,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2008,692.05
Tasman/Nelson,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2008,445.06
Tasman/Nelson,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2008,96.45
Tasman/Nelson,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2008,24.4
Tasman/Nelson,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1270.79
Tasman/Nelson,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2009,662.74
Tasman/Nelson,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2009,477.26
Tasman/Nelson,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2009,106
Tasman/Nelson,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2009,24.88
Tasman/Nelson,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1205.43
Tasman/Nelson,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2010,647.16
Tasman/Nelson,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2010,440.67
Tasman/Nelson,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2010,92.12
Tasman/Nelson,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2010,25.55
Tasman/Nelson,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1187.61
Tasman/Nelson,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2011,648.29
Tasman/Nelson,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2011,420.2
Tasman/Nelson,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2011,93.37
Tasman/Nelson,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2011,25.84
Tasman/Nelson,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1189.84
Tasman/Nelson,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2012,657.31
Tasman/Nelson,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2012,416.36
Tasman/Nelson,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2012,90.07
Tasman/Nelson,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2012,26.17
Tasman/Nelson,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1224.78
Tasman/Nelson,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2013,672.13
Tasman/Nelson,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2013,423.67
Tasman/Nelson,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2013,102.49
Tasman/Nelson,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2013,26.55
Tasman/Nelson,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1203.16
Tasman/Nelson,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2014,666.11
Tasman/Nelson,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2014,416.99
Tasman/Nelson,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2014,92.64
Tasman/Nelson,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2014,27.47
Tasman/Nelson,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1197.06
Tasman/Nelson,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2015,636.62
Tasman/Nelson,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2015,436.51
Tasman/Nelson,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2015,96.71
Tasman/Nelson,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2015,27.27
Tasman/Nelson,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1120.61
Tasman/Nelson,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2016,634.79
Tasman/Nelson,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2016,376.19
Tasman/Nelson,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2016,80.42
Tasman/Nelson,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2016,29.27
Tasman/Nelson,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1153.32
Tasman/Nelson,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2017,624.18
Tasman/Nelson,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2017,408.76
Tasman/Nelson,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2017,89.69
Tasman/Nelson,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2017,30.74
Tasman/Nelson,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1203.08
Tasman/Nelson,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2018,650.17
Tasman/Nelson,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2018,424.96
Tasman/Nelson,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2018,97.54
Tasman/Nelson,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2018,30.47
Tasman/Nelson,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1191.03
Tasman/Nelson,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2019,677.06
Tasman/Nelson,Total,Total,Total,Methane,Kilotonnes,Carbon dioxide equivalents,2019,394.62
Tasman/Nelson,Total,Total,Total,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2019,89.79
Tasman/Nelson,Total,Total,Total,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2019,29.6
Tasman/Nelson,Total,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,1108.26
Tasman/Nelson,Total,Total,Total,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2020,629.9
Tasman/Nelson,Total,Total,,Methane,Kilotonnes,Carbon dioxide equivalents,2020,362.04
Tasman/Nelson,Total,Total,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2020,86.33
Tasman/Nelson,Total,Total,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2020,30.02
Tasman/Nelson,Total,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,1127.26
Tasman/Nelson,Total,Total,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2021,639.45
Tasman/Nelson,Total,Total,,Methane,Kilotonnes,Carbon dioxide equivalents,2021,373.25
Tasman/Nelson,Total,Total,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2021,83.41
Tasman/Nelson,Total,,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2021,31.19
Waikato,Total,,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,15245.22
Waikato,Total,,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2007,6917.69
Waikato,Total,,,Methane,Kilotonnes,Carbon dioxide equivalents,2007,6437.77
Waikato,Total,,,Nitrous oxide,Kilotonnes,Carbon dioxide equivalents,2007,1757.84
Waikato,Total,,,Fluorinated gases,Kilotonnes,Carbon dioxide equivalents,2007,131.97
Waikato,Total,,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,16948.82
Waikato,Total,,,Carbon dioxide,Kilotonnes,Carbon dioxide equivalents,2008,8917.56
Waikato,Total,,,Methane,Kilotonnes,Carbon dioxide equivalents,2008,6152.14
