region,anzsic_descriptor,anzsic_descriptor2,category,gas,units,magnitude,year,data_val
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,2149.83
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,2180.73
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,2166.73
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1973.66
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,2122.17
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2172.9
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2127.67
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2110.09
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,2014.62
Northland,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,1950.66
Otago,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,3576.81
Otago,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,3410.36
Otago,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,3460.6
Otago,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,3455.98
Otago,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,3592.65
Otago,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,3769.07
Otago,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,3820.23
Otago,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,3942.21
Otago,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,3892.57
Otago,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,3535.44
Otago,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,3536.3
Otago,Agriculture,,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,3758.41
Otago,Agriculture,,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,3886.88
Otago,Agriculture,,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,3908.77
Southland,Agriculture,,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,4302.97
Southland,Agriculture,,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,4136.8
Southland,Agriculture,,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,4342.28
Southland,Agriculture,,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,4343.89
Southland,Agriculture,,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,4269.78
Southland,Agriculture,,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,4573.36
Southland,Agriculture,,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,4393.34
Southland,Agriculture,,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,4726.82
Southland,Agriculture,,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,4753.66
Southland,Agriculture,,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,4590.28
Southland,Agriculture,,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,4599.51
Southland,Agriculture,,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,4443.58
Southland,Agriculture,,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,4370.5
Southland,Agriculture,,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,4599.73
Taranaki,Agriculture,,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,2257
Taranaki,Agriculture,,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,2166.45
Taranaki,Agriculture,,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,2219.15
Taranaki,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,2409.51
Taranaki,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,2332.69
Taranaki,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,2242.17
Taranaki,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,2328.51
Taranaki,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,2308.56
Taranaki,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,2205.59
Taranaki,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2132.49
Taranaki,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2334.28
Taranaki,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2210.36
Taranaki,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,2417.05
Taranaki,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,2294.04
Tasman/Nelson,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,493.5
Tasman/Nelson,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,504.52
Tasman/Nelson,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,541.28
Tasman/Nelson,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,487.97
Tasman/Nelson,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,475.42
Tasman/Nelson,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,478.77
Tasman/Nelson,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,502.42
Tasman/Nelson,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,482.14
Tasman/Nelson,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,512.67
Tasman/Nelson,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,423.09
Tasman/Nelson,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,469.38
Tasman/Nelson,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,490.01
Tasman/Nelson,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2019,453.97
Tasman/Nelson,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2020,411.52
Waikato,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2007,7792.01
Waikato,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2008,7443.29
Waikato,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2009,7630.27
Waikato,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2010,7569.42
Waikato,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2011,7681.06
Waikato,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2012,7845.19
Waikato,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2013,7989.77
Waikato,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2014,8163.47
Waikato,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2015,7784.97
Waikato,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2016,8040.05
Waikato,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2017,7998.23
Waikato,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2018,8109.42
Waikato,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2019,8245.79
Waikato,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2020,8097.74
Wellington,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2007,1249.9
Wellington,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2008,1242.57
Wellington,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2009,1166.11
Wellington,Agriculture,Total,,Carbon dioxide equivalents,,Carbon dioxide equivalents,2010,1162.75
Wellington,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1257.19
Wellington,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1240.69
Wellington,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1203.1
Wellington,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1186.1
Wellington,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1138.21
Wellington,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1093.9
Wellington,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1160.19
Wellington,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1096.69
Wellington,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1157.73
Wellington,Agriculture,Total,,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,1215.67
West Coast,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,633.32
West Coast,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,626.93
West Coast,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,708.81
West Coast,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,637.17
West Coast,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,708.85
West Coast,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,696.72
West Coast,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,688.34
West Coast,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,768.71
West Coast,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,741.58
West Coast,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,707.81
West Coast,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,655.74
West Coast,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,617.17
West Coast,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,674.65
West Coast,Agriculture,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,768
Auckland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,955.28
Auckland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,932.47
Auckland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,794.34
Auckland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,843.2
Auckland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,928.11
Auckland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,921.98
Auckland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,891.01
Auckland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,809.19
Auckland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,896.75
Auckland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1003.59
Auckland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,978.11
Auckland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,881.89
Auckland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,950.41
Auckland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,922.91
Auckland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,839.08
Bay of Plenty,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1504.72
Bay of Plenty,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1477.99
Bay of Plenty,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1437.36
Bay of Plenty,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1463.05
Bay of Plenty,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1564.66
Bay of Plenty,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1509.75
Bay of Plenty,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1530.63
Bay of Plenty,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1578.68
Bay of Plenty,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1694.56
Bay of Plenty,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1604.55
Bay of Plenty,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1607.87
Bay of Plenty,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1547.6
Bay of Plenty,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1641.09
Bay of Plenty,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,1599.44
Bay of Plenty,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,1658.63
Canterbury,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,6893.66
Canterbury,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,6633.15
Canterbury,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,6662.27
Canterbury,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,6691.08
Canterbury,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,7020.36
Canterbury,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,7498.95
Canterbury,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,7877.74
Canterbury,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,7804.2
Canterbury,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,7559.73
Canterbury,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,7507.18
Canterbury,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,7713.29
Canterbury,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,8017.48
Canterbury,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,7832.34
Canterbury,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,8026.15
Canterbury,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,8340.78
Gisborne,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1279.2
Gisborne,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1255.97
Gisborne,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1153.96
Gisborne,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1157.97
Gisborne,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1193.23
Gisborne,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1201.06
Gisborne,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1193.34
Gisborne,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1243.45
Gisborne,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1126.15
Gisborne,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1147.51
Gisborne,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1098.17
Gisborne,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1141.18
Gisborne,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1108.19
Gisborne,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,1107.29
Gisborne,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,1160.46
Hawke's Bay,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,2552.82
Hawke's Bay,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,2737.3
Hawke's Bay,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,2530.5
Hawke's Bay,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,2553.73
Hawke's Bay,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,2534.12
Hawke's Bay,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,2536.25
Hawke's Bay,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,2401.75
Hawke's Bay,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,2371.81
Hawke's Bay,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,2424.68
Hawke's Bay,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2394.83
Hawke's Bay,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2322.87
Hawke's Bay,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2349.23
Hawke's Bay,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,2411.86
Hawke's Bay,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,2183.14
Hawke's Bay,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,2263.15
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,4966.37
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,4609.5
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,4601.36
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,4744.49
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,4741.27
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,4728.33
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,4602.4
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,4697.5
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,4710.73
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,4715.17
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,4572.04
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,4686.87
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,4622.12
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,4534.83
Manawatu-Whanganui,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,4601.79
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,520.15
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,522.87
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,499.26
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,483.13
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,472.88
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,532.68
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,511.34
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,555.77
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,480.81
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,475.49
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,487.32
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,497.09
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,521.4
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,565.38
Marlborough,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,528.99
Northland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,2357.5
Northland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,2406.09
Northland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,2340.03
Northland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,2207.91
Northland,"Agriculture, forestry, and fishing",Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,2211.11
